Ensembl_gene_ID	Ensembl_transcript_ID	Gene_symbol	Intron1	Intron2	Intron3	Intron4	Intron5	Intron6
ENSMUSG00000111239	ENSMUST00000216129	Olfr1248	0					
ENSMUSG00000075079	ENSMUST00000216124	Olfr1249	1995	1040				
ENSMUSG00000075078	ENSMUST00000111527	Olfr1250	1375	1683				
ENSMUSG00000075078	ENSMUST00000215730	Olfr1250	1375	1688				
ENSMUSG00000111567	ENSMUST00000214304	Olfr1251	1887	1047				
ENSMUSG00000111567	ENSMUST00000214639	Olfr1251	1945	1047				
ENSMUSG00000110819	ENSMUST00000216203	Olfr1252	2195					
ENSMUSG00000110819	ENSMUST00000213196	Olfr1252	2107					
ENSMUSG00000075075	ENSMUST00000213484	Olfr1253	1051	1742				
ENSMUSG00000075075	ENSMUST00000215988	Olfr1253	1051					
ENSMUSG00000075075	ENSMUST00000215185	Olfr1253	1051	1570				
ENSMUSG00000075074	ENSMUST00000216587	Olfr1254	4112					
ENSMUSG00000075074	ENSMUST00000111523	Olfr1254	3645					
ENSMUSG00000045148	ENSMUST00000214508	Olfr1255	1004	1866	687			
ENSMUSG00000075073	ENSMUST00000213833	Olfr1256	316	4649				
ENSMUSG00000075073	ENSMUST00000215613	Olfr1256	4649					
ENSMUSG00000075072	ENSMUST00000214428	Olfr48	2503					
ENSMUSG00000049057	ENSMUST00000111519	Olfr1257	568	1266				
ENSMUSG00000049057	ENSMUST00000060795	Olfr1257	0					
ENSMUSG00000049149	ENSMUST00000213720	Olfr1258	1219	709				
ENSMUSG00000049149	ENSMUST00000102609	Olfr1258	1300	709				
ENSMUSG00000068806	ENSMUST00000214846	Olfr1259	1112	2696				
ENSMUSG00000042894	ENSMUST00000214630	Olfr1260	90	2861				
ENSMUSG00000042894	ENSMUST00000111512	Olfr1260	1102	1655				
ENSMUSG00000042894	ENSMUST00000144710	Olfr1260	2861					
ENSMUSG00000042894	ENSMUST00000216678	Olfr1260	90	1102	1655			
ENSMUSG00000061295	ENSMUST00000111509	Olfr1261	2055					
ENSMUSG00000061295	ENSMUST00000213909	Olfr1261	2040					
ENSMUSG00000061295	ENSMUST00000216953	Olfr1261	1540					
ENSMUSG00000051313	ENSMUST00000111508	Olfr1262	541	1538				
ENSMUSG00000051313	ENSMUST00000131072	Olfr1262	346	1538				
ENSMUSG00000051313	ENSMUST00000213868	Olfr1262	1538					
ENSMUSG00000051313	ENSMUST00000061701	Olfr1262	0					
ENSMUSG00000059112	ENSMUST00000214382	Olfr1263	1894					
ENSMUSG00000059112	ENSMUST00000217065	Olfr1263	192	1894				
ENSMUSG00000075069	ENSMUST00000216616	Olfr1264	2741					
ENSMUSG00000059910	ENSMUST00000214855	Olfr1265	1177					
ENSMUSG00000075068	ENSMUST00000111506	Olfr140	10766					
ENSMUSG00000075068	ENSMUST00000216475	Olfr140	7103	3538				
ENSMUSG00000084336	ENSMUST00000214404	Olfr1269	1691					
ENSMUSG00000084336	ENSMUST00000216493	Olfr1269	1254					
ENSMUSG00000075066	ENSMUST00000215659	Olfr32	573	2450				
ENSMUSG00000075066	ENSMUST00000215153	Olfr32	573	205	2129			
ENSMUSG00000075066	ENSMUST00000099755	Olfr32	0					
ENSMUSG00000075066	ENSMUST00000213293	Olfr32	3088					
ENSMUSG00000075066	ENSMUST00000214973	Olfr32	573	205	255	1840		
ENSMUSG00000075065	ENSMUST00000215578	Olfr1270	498	1880	270	168		
ENSMUSG00000075065	ENSMUST00000216354	Olfr1270	498	2308	168			
ENSMUSG00000075065	ENSMUST00000217139	Olfr1270	3021					
ENSMUSG00000075065	ENSMUST00000213946	Olfr1270	675	1952	270			
ENSMUSG00000075065	ENSMUST00000215975	Olfr1270	675	2308				
ENSMUSG00000075064	ENSMUST00000213994	Olfr1506	1821					
ENSMUSG00000075063	ENSMUST00000213968	Olfr142	89	3744				
ENSMUSG00000075062	ENSMUST00000216383	Olfr1271	3874					
ENSMUSG00000075061	ENSMUST00000117141	Olfr1272	10137					
ENSMUSG00000089859	ENSMUST00000214797	RP23-213D14.2	1821					
ENSMUSG00000082980	ENSMUST00000216111	Olfr1274-ps	1820					
ENSMUSG00000074966	ENSMUST00000217539	Olfr1275	2509	506				
ENSMUSG00000074966	ENSMUST00000216421	Olfr1275	2509					
ENSMUSG00000063844	ENSMUST00000218065	Olfr1276	2459					
ENSMUSG00000074965	ENSMUST00000214760	Olfr1277	3217					
ENSMUSG00000068647	ENSMUST00000215210	Olfr1278	662	237	90	861		
ENSMUSG00000068647	ENSMUST00000216229	Olfr1278	943	90	861			
ENSMUSG00000068647	ENSMUST00000213727	Olfr1278	564	90	861			
ENSMUSG00000109813	ENSMUST00000216697	Olfr1279	3548	1476				
ENSMUSG00000109813	ENSMUST00000213823	Olfr1279	3548	1515				
ENSMUSG00000109449	ENSMUST00000219291	Olfr1280	1261					
ENSMUSG00000095156	ENSMUST00000208176	Olfr1281	1428					
ENSMUSG00000096554	ENSMUST00000099618	Olfr1282	0					
ENSMUSG00000109322	ENSMUST00000204064	Olfr1283	1649					
ENSMUSG00000109322	ENSMUST00000216637	Olfr1283	1585					
ENSMUSG00000108931	ENSMUST00000062407	Olfr1284	3318					
ENSMUSG00000096703	ENSMUST00000184954	Olfr1286	1603					
ENSMUSG00000096703	ENSMUST00000213210	Olfr1286	1531					
ENSMUSG00000095586	ENSMUST00000075390	Olfr1287	0					
ENSMUSG00000044039	ENSMUST00000214816	Olfr1288	4568					
ENSMUSG00000061195	ENSMUST00000120021	Olfr1289	2154					
ENSMUSG00000095809	ENSMUST00000217611	Olfr1290	3573					
ENSMUSG00000095809	ENSMUST00000208881	Olfr1290	288	3233				
ENSMUSG00000095809	ENSMUST00000208695	Olfr1290	2374	990				
ENSMUSG00000108891	ENSMUST00000121345	Olfr1291-ps1	1971					
ENSMUSG00000108908	ENSMUST00000217845	Olfr1293-ps	1957					
ENSMUSG00000109547	ENSMUST00000208675	Olfr1294	1779					
ENSMUSG00000108919	ENSMUST00000217772	Olfr1295	2720					
ENSMUSG00000108919	ENSMUST00000207283	Olfr1295	4076					
ENSMUSG00000094858	ENSMUST00000213398	Olfr1297	4267					
ENSMUSG00000109487	ENSMUST00000208284	Olfr1298	3141					
ENSMUSG00000109219	ENSMUST00000213511	Olfr1299	1429	1184				
ENSMUSG00000109219	ENSMUST00000207228	Olfr1299	2718					
ENSMUSG00000057149	ENSMUST00000207590	Olfr1301	3027					
ENSMUSG00000044560	ENSMUST00000214708	Olfr1302	2811					
ENSMUSG00000044560	ENSMUST00000215244	Olfr1302	1500	1043				
ENSMUSG00000093804	ENSMUST00000216114	Olfr1303	3430	1688				
ENSMUSG00000074955	ENSMUST00000213405	Olfr1305	1770	1101	93			
ENSMUSG00000074955	ENSMUST00000213737	Olfr1305	2911	93				
ENSMUSG00000096566	ENSMUST00000214844	Olfr1306	1286	1829				
ENSMUSG00000094747	ENSMUST00000099604	Olfr1307	1319	2424				
ENSMUSG00000074952	ENSMUST00000207560	Olfr1308	3567					
ENSMUSG00000109528	ENSMUST00000216948	Olfr1309	597	192	4460			
ENSMUSG00000109528	ENSMUST00000215045	Olfr1309	625	104	4460			
ENSMUSG00000109528	ENSMUST00000214537	Olfr1309	1160					
ENSMUSG00000109528	ENSMUST00000214935	Olfr1309	74	435	4460			
ENSMUSG00000109528	ENSMUST00000217452	Olfr1309	597	104	4460			
ENSMUSG00000108827	ENSMUST00000213559	Olfr1310	3238					
ENSMUSG00000109403	ENSMUST00000213602	Olfr1311	2123					
ENSMUSG00000109403	ENSMUST00000215321	Olfr1311	2090					
ENSMUSG00000074947	ENSMUST00000213961	Olfr1312	699	1321	4804			
ENSMUSG00000074947	ENSMUST00000213582	Olfr1312	2080	4804				
ENSMUSG00000074947	ENSMUST00000215531	Olfr1312	699	1349	4804			
ENSMUSG00000074946	ENSMUST00000213577	Olfr1313	5052					
ENSMUSG00000074946	ENSMUST00000216071	Olfr1313	5157					
ENSMUSG00000074945	ENSMUST00000207976	Olfr1314	4020					
ENSMUSG00000109033	ENSMUST00000207542	Olfr1315-ps1	4154					
ENSMUSG00000109033	ENSMUST00000217078	Olfr1315-ps1	896					
ENSMUSG00000109801	ENSMUST00000213696	Olfr1316	2769	1029				
ENSMUSG00000050776	ENSMUST00000214801	Olfr1317	228	920				
ENSMUSG00000050776	ENSMUST00000216988	Olfr1317	86	228	920			
ENSMUSG00000049758	ENSMUST00000217533	Olfr1318	366	673				
ENSMUSG00000049758	ENSMUST00000214063	Olfr1318	154	404	673			
ENSMUSG00000049758	ENSMUST00000058176	Olfr1318	0					
ENSMUSG00000051392	ENSMUST00000199297	Olfr1402	10520					
ENSMUSG00000043529	ENSMUST00000213616	Olfr266	1294	2314				
ENSMUSG00000043529	ENSMUST00000216610	Olfr266	2280					
ENSMUSG00000043529	ENSMUST00000059486	Olfr266	0					
ENSMUSG00000050215	ENSMUST00000055545	Olfr70	3456					
ENSMUSG00000046450	ENSMUST00000217544	Olfr71	2963					
ENSMUSG00000046450	ENSMUST00000107862	Olfr71	3107					
ENSMUSG00000044801	ENSMUST00000053931	Olfr159	0					
ENSMUSG00000110970	ENSMUST00000215406	Olfr156	1885					
ENSMUSG00000110970	ENSMUST00000079234	Olfr156	1995					
ENSMUSG00000110970	ENSMUST00000214843	Olfr156	320	1885				
ENSMUSG00000111611	ENSMUST00000214281	Olfr157	2096	947				
ENSMUSG00000071000	ENSMUST00000107860	Olfr155	2551					
ENSMUSG00000089717	ENSMUST00000095085	Olfr275	0					
ENSMUSG00000049648	ENSMUST00000107670	Olfr273	641	1637				
ENSMUSG00000051593	ENSMUST00000213989	Olfr272	2282	4717				
ENSMUSG00000051593	ENSMUST00000107667	Olfr272	2313	4717				
ENSMUSG00000070983	ENSMUST00000215010	Olfr270	2984	414	2028			
ENSMUSG00000070983	ENSMUST00000215127	Olfr270	2324	414	2028			
ENSMUSG00000070983	ENSMUST00000095084	Olfr270	188	2028				
ENSMUSG00000043385	ENSMUST00000216719	Olfr267	963					
ENSMUSG00000043698	ENSMUST00000213189	Olfr62	6521					
ENSMUSG00000043698	ENSMUST00000217013	Olfr62	996					
ENSMUSG00000043383	ENSMUST00000216226	Olfr1342	2002					
ENSMUSG00000046790	ENSMUST00000214131	Olfr1341	4959					
ENSMUSG00000046790	ENSMUST00000215117	Olfr1341	4959	257				
ENSMUSG00000070821	ENSMUST00000217334	Olfr1340	5692					
ENSMUSG00000070821	ENSMUST00000213436	Olfr1340	5688					
ENSMUSG00000070821	ENSMUST00000216242	Olfr1340	5860					
ENSMUSG00000070820	ENSMUST00000217522	Olfr1339	906	1267				
ENSMUSG00000095218	ENSMUST00000214922	Olfr1338	2935	860				
ENSMUSG00000095218	ENSMUST00000216559	Olfr1338	3934					
ENSMUSG00000111159	ENSMUST00000077247	Olfr1337	0					
ENSMUSG00000066061	ENSMUST00000084313	Olfr1335	0					
ENSMUSG00000110947	ENSMUST00000214477	Olfr1333	5625					
ENSMUSG00000110947	ENSMUST00000076019	Olfr1333	0					
ENSMUSG00000073769	ENSMUST00000106360	Olfr1331	3829					
ENSMUSG00000073769	ENSMUST00000216589	Olfr1331	3915					
ENSMUSG00000073768	ENSMUST00000106361	Olfr1330	4133					
ENSMUSG00000073768	ENSMUST00000105035	Olfr1330	4393					
ENSMUSG00000096705	ENSMUST00000071979	Olfr1329	0					
ENSMUSG00000111259	ENSMUST00000215312	Olfr1328	3504					
ENSMUSG00000090981	ENSMUST00000215102	Olfr718-ps1	377	2213	2959	3030		
ENSMUSG00000090981	ENSMUST00000213631	Olfr718-ps1	571	2247	2959	3030		
ENSMUSG00000090981	ENSMUST00000164536	Olfr718-ps1	377	2280	2959	3030		
ENSMUSG00000068259	ENSMUST00000215009	Olfr461	8588					
ENSMUSG00000045514	ENSMUST00000216942	Olfr460	770	717				
ENSMUSG00000045479	ENSMUST00000214752	Olfr459	2230					
ENSMUSG00000045479	ENSMUST00000214976	Olfr459	2638					
ENSMUSG00000068574	ENSMUST00000216650	Olfr458	3419					
ENSMUSG00000091983	ENSMUST00000204324	Olfr457	4036					
ENSMUSG00000091983	ENSMUST00000203396	Olfr457	3917					
ENSMUSG00000090631	ENSMUST00000057251	Olfr456	0					
ENSMUSG00000071494	ENSMUST00000217978	Olfr455	3430	2988	1452			
ENSMUSG00000095831	ENSMUST00000213997	Olfr453	243	4268				
ENSMUSG00000095236	ENSMUST00000215796	Olfr38	570	3476				
ENSMUSG00000094192	ENSMUST00000217701	Olfr452	2864	850				
ENSMUSG00000094192	ENSMUST00000215719	Olfr452	3788					
ENSMUSG00000094192	ENSMUST00000214465	Olfr452	3699	850				
ENSMUSG00000054431	ENSMUST00000218832	Olfr450	4478	766				
ENSMUSG00000049168	ENSMUST00000204229	Olfr449	183	3115				
ENSMUSG00000049168	ENSMUST00000214687	Olfr449	97	3115				
ENSMUSG00000049168	ENSMUST00000204072	Olfr449	3115					
ENSMUSG00000049168	ENSMUST00000050729	Olfr449	0					
ENSMUSG00000043119	ENSMUST00000214529	Olfr448	5881					
ENSMUSG00000043119	ENSMUST00000213952	Olfr448	5334					
ENSMUSG00000045708	ENSMUST00000216408	Olfr447	2211					
ENSMUSG00000073111	ENSMUST00000215369	Olfr446	557	4809				
ENSMUSG00000073111	ENSMUST00000216199	Olfr446	732	4809				
ENSMUSG00000073111	ENSMUST00000215686	Olfr446	735	4809				
ENSMUSG00000073110	ENSMUST00000204092	Olfr444	6226					
ENSMUSG00000094669	ENSMUST00000213649	Olfr441	4269	4764				
ENSMUSG00000094200	ENSMUST00000215911	Olfr237-ps1	1340	5043				
ENSMUSG00000094200	ENSMUST00000216411	Olfr237-ps1	6488					
ENSMUSG00000094200	ENSMUST00000095953	Olfr237-ps1	0					
ENSMUSG00000071481	ENSMUST00000205175	Olfr437	3628					
ENSMUSG00000043605	ENSMUST00000216179	Olfr13	1644					
ENSMUSG00000043605	ENSMUST00000059512	Olfr13	0					
ENSMUSG00000048693	ENSMUST00000215565	Olfr435	3814	179				
ENSMUSG00000059411	ENSMUST00000216562	Olfr434	3775					
ENSMUSG00000059411	ENSMUST00000076752	Olfr434	0					
ENSMUSG00000061210	ENSMUST00000215569	Olfr47	2221	1607				
ENSMUSG00000061210	ENSMUST00000078057	Olfr47	0					
ENSMUSG00000053391	ENSMUST00000203700	Olfr211	4251					
ENSMUSG00000053251	ENSMUST00000075756	Olfr212	8778					
ENSMUSG00000053251	ENSMUST00000218028	Olfr212	2162					
ENSMUSG00000053251	ENSMUST00000220134	Olfr212	2060					
ENSMUSG00000081649	ENSMUST00000220008	Olfr213	1817					
ENSMUSG00000051046	ENSMUST00000217313	Olfr214	432	1420	1723			
ENSMUSG00000051046	ENSMUST00000215846	Olfr214	624	1423	1723			
ENSMUSG00000051046	ENSMUST00000214699	Olfr214	624	1420	1723			
ENSMUSG00000051046	ENSMUST00000203867	Olfr214	419	1423				
ENSMUSG00000050654	ENSMUST00000061723	Olfr215	0					
ENSMUSG00000090824	ENSMUST00000218906	Olfr1344	884					
ENSMUSG00000090824	ENSMUST00000168341	Olfr1344	0					
ENSMUSG00000048620	ENSMUST00000214301	Olfr1336	3768					
ENSMUSG00000054938	ENSMUST00000207658	Olfr1346	6583					
ENSMUSG00000054938	ENSMUST00000215302	Olfr1346	510	5977				
ENSMUSG00000054938	ENSMUST00000056144	Olfr1346	0					
ENSMUSG00000096228	ENSMUST00000209866	Olfr5	86	5554				
ENSMUSG00000034583	ENSMUST00000207339	Olfr1347	10590					
ENSMUSG00000034583	ENSMUST00000036357	Olfr1347	0					
ENSMUSG00000034583	ENSMUST00000209055	Olfr1347	10756					
ENSMUSG00000093877	ENSMUST00000209029	Olfr1348	158	5973	87			
ENSMUSG00000093877	ENSMUST00000214383	Olfr1348	158	6174				
ENSMUSG00000093877	ENSMUST00000213549	Olfr1348	182	5973	87			
ENSMUSG00000093877	ENSMUST00000208066	Olfr1348	0					
ENSMUSG00000093877	ENSMUST00000209097	Olfr1348	6174					
ENSMUSG00000093877	ENSMUST00000207624	Olfr1348	176	6174				
ENSMUSG00000093877	ENSMUST00000208207	Olfr1348	153	6174				
ENSMUSG00000093877	ENSMUST00000207055	Olfr1348	4424	1629				
ENSMUSG00000093877	ENSMUST00000208623	Olfr1348	158	4424	1428	87		
ENSMUSG00000048067	ENSMUST00000213656	Olfr1349	529	110	4489			
ENSMUSG00000048067	ENSMUST00000216447	Olfr1349	2519	110	4489			
ENSMUSG00000048067	ENSMUST00000213504	Olfr1349	110	4489				
ENSMUSG00000048067	ENSMUST00000207820	Olfr1349	2741	4489				
ENSMUSG00000048067	ENSMUST00000207043	Olfr1349	113	4489				
ENSMUSG00000048067	ENSMUST00000207075	Olfr1349	4489					
ENSMUSG00000056696	ENSMUST00000219278	Olfr1350	4793					
ENSMUSG00000056696	ENSMUST00000207221	Olfr1350	5040					
ENSMUSG00000070460	ENSMUST00000217039	Olfr291	374	2215				
ENSMUSG00000070459	ENSMUST00000216367	Olfr290	2605					
ENSMUSG00000070459	ENSMUST00000214501	Olfr290	1362	1215				
ENSMUSG00000057540	ENSMUST00000217724	Olfr310	7286					
ENSMUSG00000057540	ENSMUST00000081918	Olfr310	0					
ENSMUSG00000054054	ENSMUST00000174158	Olfr309	2167	3775				
ENSMUSG00000054498	ENSMUST00000214977	Olfr308	2422					
ENSMUSG00000055610	ENSMUST00000213705	Olfr307	893					
ENSMUSG00000055610	ENSMUST00000217494	Olfr307	896					
ENSMUSG00000055571	ENSMUST00000213869	Olfr305	2545					
ENSMUSG00000055571	ENSMUST00000213255	Olfr305	2235					
ENSMUSG00000055571	ENSMUST00000216700	Olfr305	2250					
ENSMUSG00000062426	ENSMUST00000077210	Olfr304	0					
ENSMUSG00000039608	ENSMUST00000215733	Olfr303	1769					
ENSMUSG00000039608	ENSMUST00000215532	Olfr303	1874	487				
ENSMUSG00000039608	ENSMUST00000216409	Olfr303	1874					
ENSMUSG00000061549	ENSMUST00000174362	Olfr301	3855	4387				
ENSMUSG00000020168	ENSMUST00000217253	Olfr299	2619	2539				
ENSMUSG00000062878	ENSMUST00000213223	Olfr298	2889					
ENSMUSG00000062878	ENSMUST00000216968	Olfr298	491	2221				
ENSMUSG00000062878	ENSMUST00000217110	Olfr298	387	2221				
ENSMUSG00000057067	ENSMUST00000172965	Olfr297	6602					
ENSMUSG00000059319	ENSMUST00000215365	Olfr295	1254					
ENSMUSG00000062042	ENSMUST00000078588	Olfr294	0					
ENSMUSG00000063394	ENSMUST00000214401	Olfr293	3500	4485	6148			
ENSMUSG00000063394	ENSMUST00000215280	Olfr293	8154	6148				
ENSMUSG00000060688	ENSMUST00000080165	Olfr292	5967					
ENSMUSG00000073998	ENSMUST00000220185	Olfr520	4797					
ENSMUSG00000073997	ENSMUST00000220001	Olfr521	3561					
ENSMUSG00000073997	ENSMUST00000219663	Olfr521	3537					
ENSMUSG00000044814	ENSMUST00000219647	Olfr543	3645					
ENSMUSG00000044814	ENSMUST00000061482	Olfr543	0					
ENSMUSG00000043925	ENSMUST00000051201	Olfr544	3013					
ENSMUSG00000044824	ENSMUST00000216116	Olfr545	4612					
ENSMUSG00000073979	ENSMUST00000098229	Olfr547	0					
ENSMUSG00000073978	ENSMUST00000210064	Olfr548-ps1	708					
ENSMUSG00000073977	ENSMUST00000217478	Olfr549	4082					
ENSMUSG00000073975	ENSMUST00000216524	Olfr550	6613					
ENSMUSG00000073974	ENSMUST00000213540	Olfr551	2937					
ENSMUSG00000073973	ENSMUST00000215712	Olfr552	780	5370				
ENSMUSG00000073972	ENSMUST00000216776	Olfr553	737	2229				
ENSMUSG00000073971	ENSMUST00000215995	Olfr554	1609					
ENSMUSG00000073971	ENSMUST00000214841	Olfr554	903	562				
ENSMUSG00000073970	ENSMUST00000098220	Olfr555	0					
ENSMUSG00000073969	ENSMUST00000217526	Olfr556	4631					
ENSMUSG00000073969	ENSMUST00000213485	Olfr556	3417	1130				
ENSMUSG00000073967	ENSMUST00000215423	Olfr557	2118					
ENSMUSG00000073967	ENSMUST00000098218	Olfr557	0					
ENSMUSG00000070423	ENSMUST00000094124	Olfr558	6809					
ENSMUSG00000066273	ENSMUST00000216312	Olfr33	4548					
ENSMUSG00000066272	ENSMUST00000215657	Olfr559	1138	1587				
ENSMUSG00000043366	ENSMUST00000217123	Olfr78	2965					
ENSMUSG00000043366	ENSMUST00000060187	Olfr78	6176	6114	2965			
ENSMUSG00000043366	ENSMUST00000168007	Olfr78	13159	2965				
ENSMUSG00000110008	ENSMUST00000210453	Olfr560	5381					
ENSMUSG00000110008	ENSMUST00000232246	Olfr560	5397					
ENSMUSG00000110008	ENSMUST00000239110	Olfr560	902	3324				
ENSMUSG00000073966	ENSMUST00000213432	Olfr561	3139					
ENSMUSG00000048469	ENSMUST00000061096	Olfr564	0					
ENSMUSG00000060888	ENSMUST00000213481	Olfr566	1379					
ENSMUSG00000060888	ENSMUST00000209952	Olfr566	1379					
ENSMUSG00000073965	ENSMUST00000098216	Olfr568	0					
ENSMUSG00000062142	ENSMUST00000217024	Olfr569	2433					
ENSMUSG00000073964	ENSMUST00000209778	Olfr570	5711					
ENSMUSG00000043310	ENSMUST00000214160	Olfr571	7289					
ENSMUSG00000043310	ENSMUST00000215773	Olfr571	7294					
ENSMUSG00000073963	ENSMUST00000215782	Olfr572	518	2449				
ENSMUSG00000073963	ENSMUST00000214096	Olfr572	3072					
ENSMUSG00000052785	ENSMUST00000210571	Olfr573-ps1	0					
ENSMUSG00000045824	ENSMUST00000211329	Olfr574	0					
ENSMUSG00000066269	ENSMUST00000216420	Olfr575	1771	1235				
ENSMUSG00000066269	ENSMUST00000213477	Olfr575	1759	1235				
ENSMUSG00000073962	ENSMUST00000098213	Olfr576	2388					
ENSMUSG00000043354	ENSMUST00000215237	Olfr577	806	814				
ENSMUSG00000043354	ENSMUST00000214080	Olfr577	668	814				
ENSMUSG00000045792	ENSMUST00000215606	Olfr578	4052					
ENSMUSG00000073961	ENSMUST00000211036	Olfr582	3022					
ENSMUSG00000073961	ENSMUST00000210119	Olfr582	3065					
ENSMUSG00000073961	ENSMUST00000214021	Olfr582	2890					
ENSMUSG00000073960	ENSMUST00000098211	Olfr583	0					
ENSMUSG00000073959	ENSMUST00000214215	Olfr584	3279					
ENSMUSG00000078080	ENSMUST00000104881	Olfr585	0					
ENSMUSG00000066268	ENSMUST00000213281	Olfr586	1053	1182				
ENSMUSG00000066268	ENSMUST00000215304	Olfr586	1053					
ENSMUSG00000066268	ENSMUST00000211075	Olfr586	2650					
ENSMUSG00000084262	ENSMUST00000118682	Olfr588-ps1	2379					
ENSMUSG00000051362	ENSMUST00000218483	Olfr589	599					
ENSMUSG00000057461	ENSMUST00000216581	Olfr591	3129	1232				
ENSMUSG00000073956	ENSMUST00000106893	Olfr592	948	276	373			
ENSMUSG00000073956	ENSMUST00000218618	Olfr592	276	373	550			
ENSMUSG00000073955	ENSMUST00000210686	Olfr593	0					
ENSMUSG00000073954	ENSMUST00000214051	Olfr594	1933	576				
ENSMUSG00000073954	ENSMUST00000098205	Olfr594	0					
ENSMUSG00000073953	ENSMUST00000214577	Olfr596	107	590	3046			
ENSMUSG00000073952	ENSMUST00000216456	Olfr597	2555	1203				
ENSMUSG00000073951	ENSMUST00000214765	Olfr598	1746	1440	1109			
ENSMUSG00000073950	ENSMUST00000214329	Olfr599	1465					
ENSMUSG00000045540	ENSMUST00000215042	Olfr600	2661					
ENSMUSG00000109951	ENSMUST00000217416	Olfr601	3343					
ENSMUSG00000109951	ENSMUST00000210431	Olfr601	3296					
ENSMUSG00000109951	ENSMUST00000214110	Olfr601	3340					
ENSMUSG00000059874	ENSMUST00000218246	Olfr603	2095					
ENSMUSG00000109659	ENSMUST00000215417	Olfr605	2112					
ENSMUSG00000073949	ENSMUST00000217250	Olfr606	2173					
ENSMUSG00000073949	ENSMUST00000214631	Olfr606	1826					
ENSMUSG00000081945	ENSMUST00000214347	Olfr607	2920					
ENSMUSG00000073948	ENSMUST00000213546	Olfr608	0					
ENSMUSG00000046396	ENSMUST00000216360	Olfr609	481	4239				
ENSMUSG00000046396	ENSMUST00000216075	Olfr609	481	1254	2874			
ENSMUSG00000045584	ENSMUST00000217627	Olfr610	5105					
ENSMUSG00000096584	ENSMUST00000216074	Olfr611	619	1462				
ENSMUSG00000094119	ENSMUST00000215663	Olfr612	355	2476				
ENSMUSG00000094119	ENSMUST00000214269	Olfr612	600	2476				
ENSMUSG00000078624	ENSMUST00000214173	Olfr613	3591					
ENSMUSG00000078624	ENSMUST00000106888	Olfr613	0					
ENSMUSG00000073947	ENSMUST00000214345	Olfr615	4317					
ENSMUSG00000073947	ENSMUST00000215673	Olfr615	415	3836				
ENSMUSG00000047544	ENSMUST00000217293	Olfr616	3770					
ENSMUSG00000047544	ENSMUST00000214806	Olfr616	3244					
ENSMUSG00000073946	ENSMUST00000216516	Olfr617	322	10330				
ENSMUSG00000073946	ENSMUST00000215755	Olfr617	265	10330				
ENSMUSG00000073945	ENSMUST00000214883	Olfr618	7042					
ENSMUSG00000073944	ENSMUST00000215732	Olfr619	1358	1557				
ENSMUSG00000073944	ENSMUST00000098196	Olfr619	0					
ENSMUSG00000045132	ENSMUST00000052152	Olfr620	0					
ENSMUSG00000050085	ENSMUST00000216570	Olfr622	2103					
ENSMUSG00000050085	ENSMUST00000213536	Olfr622	2006					
ENSMUSG00000099687	ENSMUST00000213840	Olfr623	827	1195				
ENSMUSG00000045780	ENSMUST00000062144	Olfr624	0					
ENSMUSG00000073943	ENSMUST00000098195	Olfr625-ps1	0					
ENSMUSG00000094822	ENSMUST00000215723	Olfr243	1761					
ENSMUSG00000096516	ENSMUST00000098193	Olfr628	1398					
ENSMUSG00000047545	ENSMUST00000216300	Olfr629	2482					
ENSMUSG00000047545	ENSMUST00000213906	Olfr629	2621					
ENSMUSG00000050281	ENSMUST00000106880	Olfr630	1656					
ENSMUSG00000058662	ENSMUST00000106878	Olfr69	2823	138				
ENSMUSG00000061626	ENSMUST00000216811	Olfr68	1248					
ENSMUSG00000047535	ENSMUST00000183254	Olfr67	3377					
ENSMUSG00000058200	ENSMUST00000216303	Olfr66	586	3144				
ENSMUSG00000063615	ENSMUST00000081748	Olfr64	0					
ENSMUSG00000110259	ENSMUST00000214300	Olfr65	263	1898				
ENSMUSG00000110259	ENSMUST00000106864	Olfr65	613	1898				
ENSMUSG00000042219	ENSMUST00000106863	Olfr631	0					
ENSMUSG00000073938	ENSMUST00000214711	Olfr632	2951					
ENSMUSG00000073937	ENSMUST00000216006	Olfr633	612					
ENSMUSG00000094520	ENSMUST00000209473	Olfr635	7824					
ENSMUSG00000094063	ENSMUST00000218325	Olfr638	4454					
ENSMUSG00000066263	ENSMUST00000215653	Olfr639	4503					
ENSMUSG00000066263	ENSMUST00000106862	Olfr639	0					
ENSMUSG00000066262	ENSMUST00000218535	Olfr640	2094	785				
ENSMUSG00000073932	ENSMUST00000213214	Olfr641	4249					
ENSMUSG00000049797	ENSMUST00000214299	Olfr642	1423					
ENSMUSG00000090219	ENSMUST00000074064	Olfr643	1713					
ENSMUSG00000110012	ENSMUST00000213184	Olfr644	1166	843				
ENSMUSG00000110012	ENSMUST00000213991	Olfr644	2075					
ENSMUSG00000110012	ENSMUST00000077417	Olfr644	0					
ENSMUSG00000051340	ENSMUST00000057104	Olfr645	0					
ENSMUSG00000073931	ENSMUST00000214099	Olfr646	1116					
ENSMUSG00000042909	ENSMUST00000216612	Olfr648	2866					
ENSMUSG00000044899	ENSMUST00000106859	Olfr649	5612					
ENSMUSG00000073928	ENSMUST00000216904	Olfr651	2692					
ENSMUSG00000073928	ENSMUST00000098176	Olfr651	0					
ENSMUSG00000073927	ENSMUST00000219111	Olfr652	2405					
